pdb_id,entity_id,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,status,revision_date,release_date,processing_site,deposition_site,deposition_date,superseded_by,obsoletes,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph
6eu1,17,Nature,553,,,Structural basis of RNA polymerase III transcription initiation.,10.1038/nature25441,301-306,2018,29345637,"Abascal-Palacios\, G.,Ramsay\, E.P.,Beuron\, F.,Morris\, E.,Vannini\, A.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-10-27T01:00:00Z,,,PF11705,RNA_pol_3_Rpc31,,DNA-directed RNA polymerase III subunit Rpc31,,,,,,,,,,,,,,,,,,,,P17890,RPC7_YEAST,1.0,,emd-3956,Electron Microscopy,,RNA Polymerase III - open DNA complex (OC-POL3),"Morris\, E.,Abascal-Palacios\, G.,Beuron\, F.,Ramsay\, E.P.,Vannini\, A.",Natural,,,,,,,,P 1,,,,,,,,,,
3gge,1,To be published,,,,Crystal structure of the PDZ domain of PDZ domain-containing protein GIPC2,,,,,"Chaikuad\, A.,Hozjan\, V.,Yue\, W.,Cooper\, C.,Elkins\, J.,Pike\, A.C.W.,Roos\, A.K.,Filippakopoulos\, P.,von Delft\, F.,Arrowsmith\, C.H.,Edwards\, A.M.,Weigelt\, J.,Bountra\, C.,Oppermann\, U.",REL,2018-01-31T01:00:00Z,2009-03-24T01:00:00Z,RCSB,RCSB,2009-02-27T01:00:00Z,,,PF00595,PDZ,PDZ-like,PDZ domain (Also known as DHR or GLGF),"IPR001478,IPR036034,IPR017379","PDZ domain,PDZ superfamily,PDZ domain-containing protein GIPC1/2/3",2.30.42.10,Mainly Beta,Roll,Pdz3 Domain,Pdz3 Domain,,,,,,,,,,,,,Q8TF65,GIPC2_HUMAN,"0.28,0.28,0.28",,,X-ray diffraction,y,Crystal structure of the PDZ domain of PDZ domain-containing protein GIPC2,"Yue\, W.,Elkins\, J.,Arrowsmith\, C.H.,Bountra\, C.,Structural Genomics Consortium (SGC),Oppermann\, U.,Cooper\, C.,Hozjan\, V.,Chaikuad\, A.,Roos\, A.K.,Filippakopoulos\, P.,Edwards\, A.M.,Weigelt\, J.,von Delft\, F.,Pike\, A.C.W.",Engineered,CCD,MAR225 CCD,X10SA,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 41 2 2,,SLS,,,,,SGC,Structural Genomics Consortium,"AMMONIUM SULFATE,2-PROPANOL",7.5
4r7c,1,Proc. Natl. Acad. Sci. U.S.A.,112,,,"A structural, functional, and computational analysis suggests pore flexibility as the base for the poor selectivity of CNG channels.",10.1073/pnas.1503334112,E3619-E3628,2015,26100907,"Napolitano\, L.M.,Bisha\, I.,De March\, M.,Marchesi\, A.,Arcangeletti\, M.,Demitri\, N.,Mazzolini\, M.,Rodriguez\, A.,Magistrato\, A.,Onesti\, S.,Laio\, A.,Torre\, V.",REL,2018-01-31T01:00:00Z,2015-07-01T01:00:00Z,RCSB,RCSB,2014-08-27T01:00:00Z,,,,,,,IPR013099,Potassium channel domain,,,,,,,,,,,,,,,,,,Q81HW2,Q81HW2_BACCR,"0.79,0.79,0.79,0.79",,,X-ray diffraction,y,Crystal Structure of CNG mimicking NaK-ETPP mutant cocrystallized with DiMethylammonium,"Napolitano\, L.M.R.,Onesti\, S.,De March\, M.",Engineered,Pixel,DECTRIS PILATUS 2M,5.2R,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 2 2 21,,ELETTRA,,,,,,,,
5njd,3,Immunity,48,,,Structural Activation of Pro-inflammatory Human Cytokine IL-23 by Cognate IL-23 Receptor Enables Recruitment of the Shared Receptor IL-12Rβ1.,10.1016/j.immuni.2017.12.008,45-58.e6,2017,29287995,"Bloch\, Y.,Bouchareychas\, L.,Merceron\, R.,Skladanowska\, K.,Van den Bossche\, L.,Detry\, S.,Govindarajan\, S.,Elewaut\, D.,Haerynck\, F.,Dullaers\, M.,Adamopoulos\, I.E.,Savvides\, S.N.",REL,2018-01-31T01:00:00Z,2018-01-03T01:00:00Z,PDBE,PDBE,2017-03-28T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,Structure of Interleukin 23 in complex with Briakinumab FAb,"Bloch\, Y.,Savvides\, S.N.",Engineered,Pixel,DECTRIS PILATUS 6M,P14 (MX2),Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 41 21 2,,PETRA III,,,,,,,,
6eu1,5,Nature,553,,,Structural basis of RNA polymerase III transcription initiation.,10.1038/nature25441,301-306,2018,29345637,"Abascal-Palacios\, G.,Ramsay\, E.P.,Beuron\, F.,Morris\, E.,Vannini\, A.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-10-27T01:00:00Z,,,"PF03871,PF01191","RNA_pol_Rpb5_N,RNA_pol_Rpb5_C",PDDEXK,"RNA polymerase Rpb5\, N-terminal domain,RNA polymerase Rpb5\, C-terminal domain",,,,,,,,,,,,,,,,,,,,P20434,RPAB1_YEAST,1.0,,emd-3956,Electron Microscopy,,RNA Polymerase III - open DNA complex (OC-POL3),"Morris\, E.,Abascal-Palacios\, G.,Beuron\, F.,Ramsay\, E.P.,Vannini\, A.",Natural,,,,,,,,P 1,,,,,,,,,,
1kso,1,Acta Crystallogr. D Biol. Crystallogr.,58,,,Metal-free MIRAS phasing: structure of apo-S100A3.,10.1107/S0907444902008430,1255-61,2002,12136135,"Mittl\, P.R.,Fritz\, G.,Sargent\, D.F.,Richmond\, T.J.,Heizmann\, C.W.,Grutter\, M.G.",REL,2018-01-31T01:00:00Z,2002-07-31T01:00:00Z,RCSB,RCSB,2002-01-14T01:00:00Z,,,PF01023,S_100,EF_hand,S-100/ICaBP type calcium binding domain,"IPR001751,IPR028488,IPR034325,IPR013787,IPR011992","S100/Calbindin-D9k\, conserved site,Protein S100-A3,S-100,S100/CaBP-9k-type\, calcium binding\, subdomain,EF-hand domain pair",1.10.238.10,Mainly Alpha,Orthogonal Bundle,Recoverin; domain 1,EF-hand,,,,,"GO:0005509,GO:0046872,GO:0046914,GO:0008270,GO:0005829,GO:0005730,GO:0005737",,"calcium ion binding,metal ion binding,transition metal ion binding,zinc ion binding","cytosol,nucleolus,cytoplasm",All alpha proteins,EF Hand-like,EF-hand,S100 proteins,P33764,S10A3_HUMAN,"1.0,1.0",,,X-ray diffraction,y,CRYSTAL STRUCTURE OF APO S100A3,"Mittl\, P.R.,Sargent\, D.F.,Grutter\, M.G.,Richmond\, T.J.,Fritz\, G.,Heizmann\, C.W.",Engineered,Image plate,MARRESEARCH,BM14,Synchrotron,"Single wavelength,Single wavelength",MIR,,P 31,,ESRF,,,,,,,,
1npg,1,Proteins,53,,,Crystal structures of ferrous horse heart myoglobin complexed with nitric oxide and nitrosoethane.,10.1002/prot.10495,182-92,2003,14517970,"Copeland\, D.M.,West\, A.H.,Richter-Addo\, G.B.",REL,2018-01-31T01:00:00Z,2003-11-11T01:00:00Z,RCSB,RCSB,2003-01-17T01:00:00Z,,,PF00042,Globin,Globin,Globin,"IPR002335,IPR009050,IPR000971","Myoglobin,Globin-like superfamily,Globin",1.10.490.10,Mainly Alpha,Orthogonal Bundle,Globin-like,Globins,,,,,"GO:0015671,GO:0046872,GO:0020037,GO:0005344,GO:0019825",oxygen transport,"metal ion binding,heme binding,oxygen carrier activity,oxygen binding",,All alpha proteins,Globin-like,Globin-like,Globins,P68082,MYG_HORSE,0.99,,,X-ray diffraction,y,MYOGLOBIN (HORSE HEART) WILD-TYPE COMPLEXED WITH NITROSOETHANE,"Copeland\, D.M.,Richter-Addo\, G.B.,West\, A.H.",Natural,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 1 21 1,,,,,,,,,,
5oxh,1,EMBO J.,36,,,An invisible ubiquitin conformation is required for efficient phosphorylation by PINK1.,10.15252/embj.201797876,3555-3572,2017,29133469,"Gladkova\, C.,Schubert\, A.F.,Wagstaff\, J.L.,Pruneda\, J.N.,Freund\, S.M.,Komander\, D.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-09-06T01:00:00Z,,,PF00240,ubiquitin,Ubiquitin,Ubiquitin family,"IPR019954,IPR029071,IPR000626,IPR019956","Ubiquitin conserved site,Ubiquitin-like domain superfamily,Ubiquitin domain,Ubiquitin",,,,,,,,,,,,,,,,,,P0CG48,UBC_HUMAN,0.11,,,X-ray diffraction,y,C-terminally retracted ubiquitin T66V/L67N mutant,"Gladkova\, C.,Pruneda\, J.P.,Komander\, D.,Wagstaff\, J.L.,Freund\, S.M.V.,Schubert\, A.F.",Engineered,Image plate,MAR scanner 345 mm plate,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 32 2 1,,,,,,,,,,
1g6r,1,Immunity,12,,,A functional hot spot for antigen recognition in a superagonist TCR/MHC complex.,10.1016/S1074-7613(00)80178-8,251-61,2000,10755612,"Degano\, M.,Garcia\, K.C.,Apostolopoulos\, V.,Rudolph\, M.G.,Teyton\, L.,Wilson\, I.A.",REL,2018-01-31T01:00:00Z,2000-11-15T01:00:00Z,RCSB,RCSB,2000-11-07T01:00:00Z,,,PF07686,V-set,Ig,Immunoglobulin V-set domain,"IPR015370,IPR003599,IPR013106,IPR013783,IPR036179,IPR007110","T-cell receptor alpha chain\, constant domain,Immunoglobulin subtype,Immunoglobulin V-set domain,Immunoglobulin-like fold,Immunoglobulin-like domain superfamily,Immunoglobulin-like domain",2.60.40.10,Mainly Beta,Sandwich,Immunoglobulin-like,Immunoglobulins,,,,,,,,,"All beta proteins,All beta proteins","Immunoglobulin-like beta-sandwich,Immunoglobulin-like beta-sandwich","Immunoglobulin,Immunoglobulin","V set domains (antibody variable domain-like),C1 set domains (antibody constant domain-like)",P01738,TVA1_MOUSE,"1.0,1.0",,,X-ray diffraction,,A FUNCTIONAL HOT SPOT FOR ANTIGEN RECOGNITION IN A SUPERAGONIST TCR/MHC COMPLEX,"Wilson\, I.A.,Degano\, M.,Rudolph\, M.G.,Teyton\, L.,Garcia\, K.C.,Apostolopoulos\, V.",Engineered,Image plate,MARRESEARCH,BL9-1,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 2,,SSRL,,,,,,,"TRIS ACETATE,POLYETHYLENE GLYCOL 6000",7.2
1tk5,2,EMBO J.,23,,,Structural basis for the dual coding potential of 8-oxoguanosine by a high-fidelity DNA polymerase.,10.1038/sj.emboj.7600354,3452-61,2004,15297882,"Brieba\, L.G.,Eichman\, B.F.,Kokoska\, R.J.,Doublie\, S.,Kunkel\, T.A.,Ellenberger\, T.",REL,2018-01-31T01:00:00Z,2004-08-31T01:00:00Z,RCSB,RCSB,2004-06-08T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,T7 DNA polymerase binary complex with 8 oxo guanosine in the templating strand,"Kokoska\, R.J.,Ellenberger\, T.,Kunkel\, T.A.,Eichman\, B.F.,Brieba\, L.G.,Doublie\, S.",Synthetic,CCD,ADSC QUANTUM 4,19-ID,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 2,,APS,,,,,,,,
5o31,15,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
1qrh,2,To be published,,,,X-Ray Structure of the DNA-Eco RI Endonuclease Complexes with the ED144 and RK145 Mutations,,,,,"Choi\, J.,Kim\, Y.,Greene\, P.,Hager\, P.,Rosenberg\, J.M.",REL,2018-01-31T01:00:00Z,1999-06-23T01:00:00Z,RCSB,RCSB,1999-06-14T01:00:00Z,,,PF02963,EcoRI,PDDEXK,Restriction endonuclease EcoRI,"IPR011336,IPR004221,IPR011335","Restriction endonuclease\, type II\, EcoRI/MunI,Restriction endonuclease\, type II\, EcoRI,Restriction endonuclease  type II-like",3.40.580.10,Alpha Beta,3-Layer(aba) Sandwich,ECO RI Endonuclease; Chain A,"Eco RI Endonuclease\, subunit A",3.1.21.4,Type II site-specific deoxyribonuclease,-,"Hydrolases,Acting on ester bonds,Endodeoxyribonucleases producing 5'-phosphomonoesters,Type II site-specific deoxyribonuclease","GO:0090305,GO:0009307,GO:0000287,GO:0016787,GO:0004518,GO:0009036,GO:0046872,GO:0004519,GO:0003677","nucleic acid phosphodiester bond hydrolysis,DNA restriction-modification system","magnesium ion binding,hydrolase activity,nuclease activity,Type II site-specific deoxyribonuclease activity,metal ion binding,endonuclease activity,DNA binding",,Alpha and beta proteins (a/b),Restriction endonuclease-like,Restriction endonuclease-like,Restriction endonuclease EcoRI,P00642,T2E1_ECOLX,0.94,,,X-ray diffraction,,X-RAY STRUCTURE OF THE DNA-ECO RI ENDONUCLEASE COMPLEXES WITH AN R145K MUTATION AT 2.7 A,"Choi\, J.,Greene\, P.,Hager\, P.,Rosenberg\, J.M.,Kim\, Y.",Natural,Area detector,SIEMENS-NICOLET X100,,Rotating anode,Single wavelength,,,P 3 2 1,,,,,,,,,"POLYETHYLENE GLYCOL 400,BIS-TRIS PROPANE",7.1
1do8,1,Nat. Struct. Biol.,7,,,Structure of a closed form of human malic enzyme and implications for catalytic mechanism.,10.1038/73378,251-7,2000,10700286,"Yang\, Z.,Floyd\, D.L.,Loeber\, G.,Tong\, L.",REL,2018-01-31T01:00:00Z,2000-03-06T01:00:00Z,RCSB,RCSB,1999-12-19T01:00:00Z,,,"PF00390,PF03949","malic,Malic_M","AA_dh_N,NADP_Rossmann","Malic enzyme\, N-terminal domain,Malic enzyme\, NAD binding domain","IPR036291,IPR037062,IPR012301,IPR012302,IPR015884,IPR001891","NAD(P)-binding domain superfamily,Malic enzyme\, N-terminal domain superfamily,Malic enzyme\, N-terminal domain,Malic enzyme\, NAD-binding,Malic enzyme\, conserved site,Malic oxidoreductase","3.40.50.720,3.40.50.10380","Alpha Beta,Alpha Beta","3-Layer(aba) Sandwich,3-Layer(aba) Sandwich","Rossmann fold,Rossmann fold","NAD(P)-binding Rossmann-like Domain,Aminoacid dehydrogenase-like\, N-terminal domain. Chain A",1.1.1.38,Malate dehydrogenase (oxaloacetate-decarboxylating),(S)-malate:NAD(+) oxidoreductase (oxaloacetate-decarboxylating),"Oxidoreductases,Acting on the CH-OH group of donors,With NAD(+) or NADP(+) as acceptor,Malate dehydrogenase (oxaloacetate-decarboxylating)","GO:0006108,GO:0022900,GO:1902031,GO:0006090,GO:0008152,GO:0055114,GO:0008948,GO:0051287,GO:0003824,GO:0046872,GO:0016491,GO:0004473,GO:0009055,GO:0004470,GO:0004471,GO:0005739,GO:0005759","malate metabolic process,electron transport chain,regulation of NADP metabolic process,pyruvate metabolic process,metabolic process,oxidation-reduction process","oxaloacetate decarboxylase activity,NAD binding,catalytic activity,metal ion binding,oxidoreductase activity,malate dehydrogenase (decarboxylating) (NADP+) activity,electron transfer activity,malic enzyme activity,malate dehydrogenase (decarboxylating) (NAD+) activity","mitochondrion,mitochondrial matrix","Alpha and beta proteins (a/b),Alpha and beta proteins (a/b)","NAD(P)-binding Rossmann-fold domains,Aminoacid dehydrogenase-like\, N-terminal domain","NAD(P)-binding Rossmann-fold domains,Aminoacid dehydrogenase-like\, N-terminal domain","Aminoacid dehydrogenase-like\, C-terminal domain,Malic enzyme N-domain",P23368,MAOM_HUMAN,"0.97,0.97,0.97,0.97",,,X-ray diffraction,,CRYSTAL STRUCTURE OF A CLOSED FORM OF HUMAN MITOCHONDRIAL NAD(P)+-DEPENDENT MALIC ENZYME,"Loeber\, G.,Floyd\, D.L.,Tong\, L.,Yang\, Z.",Engineered,CCD,ADSC QUANTUM 4,X4A,Synchrotron,Single wavelength,,,C 1 2 1,,NSLS,,,,,,,"MES,POLYETHYLENE GLYCOL 20000,2-METHYL-2\,4-PENTANEDIOL",6.5
5o31,12,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,"PF00361,PF01059","Proton_antipo_M,Oxidored_q5_N",ComplexI-N,"Proton-conducting membrane transporter,NADH-ubiquinone oxidoreductase chain 4\, amino terminus",,,,,,,,1.6.5.3,NADH:ubiquinone reductase (H(+)-translocating),NADH:ubiquinone oxidoreductase,"Oxidoreductases,Acting on NADH or NADPH,With a quinone or similar compound as acceptor,NADH:ubiquinone reductase (H(+)-translocating)",,,,,,,,,P03910,NU4M_BOVIN,1.0,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
5o31,31,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,PF05676,NDUF_B7,CHCH,NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7),,,,,,,,,,,,,,,,,,,,Q02368,NDUB7_BOVIN,0.99,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
5lam,1,J. Mol. Biol.,428,,,S-Nitrosylation Induces Structural and Dynamical Changes in a Rhodanese Family Protein.,10.1016/j.jmb.2016.07.010,3737-3751,2016,27473602,"Eichmann\, C.,Tzitzilonis\, C.,Nakamura\, T.,Kwiatkowski\, W.,Maslennikov\, I.,Choe\, S.,Lipton\, S.A.,Riek\, R.",REL,2018-01-31T01:00:00Z,2016-08-17T01:00:00Z,PDBE,PDBE,2016-06-14T01:00:00Z,,,PF00581,Rhodanese,Phosphatase,Rhodanese-like domain,"IPR001763,IPR036873","Rhodanese-like domain,Rhodanese-like domain superfamily",,,,,,,,,,,,,,,,,,P55734,YGAP_ECOLI,0.62,34009,,Solution NMR,y,Refined 3D NMR structure of the cytoplasmic rhodanese domain of the inner membrane protein YgaP from Escherichia coli,"Riek\, R.,Nakamura\, T.,Guntert\, P.,Eichmann\, C.,Kwiatkowski\, W.,Choe\, S.,Tzitzilonis\, C.,Lipton\, S.A.,Maslennikov\, I.",Engineered,,,,,,,,P 1,,,,,,,,,,
5njd,1,Immunity,48,,,Structural Activation of Pro-inflammatory Human Cytokine IL-23 by Cognate IL-23 Receptor Enables Recruitment of the Shared Receptor IL-12Rβ1.,10.1016/j.immuni.2017.12.008,45-58.e6,2017,29287995,"Bloch\, Y.,Bouchareychas\, L.,Merceron\, R.,Skladanowska\, K.,Van den Bossche\, L.,Detry\, S.,Govindarajan\, S.,Elewaut\, D.,Haerynck\, F.,Dullaers\, M.,Adamopoulos\, I.E.,Savvides\, S.N.",REL,2018-01-31T01:00:00Z,2018-01-03T01:00:00Z,PDBE,PDBE,2017-03-28T01:00:00Z,,,PF10420,IL12p40_C,E-set,Cytokine interleukin-12p40 C-terminus,,,,,,,,,,,,,,,,,,,,P29460,IL12B_HUMAN,"1.0,1.0,1.0,1.0,1.0,1.0",,,X-ray diffraction,y,Structure of Interleukin 23 in complex with Briakinumab FAb,"Bloch\, Y.,Savvides\, S.N.",Engineered,Pixel,DECTRIS PILATUS 6M,P14 (MX2),Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 41 21 2,,PETRA III,,,,,,,,
5w05,2,MAbs,,,,Structural insights into humanization of anti-tissue factor antibody 10H10.,10.1080/19420862.2017.1412026,1-9,2017,29283291,"Teplyakov\, A.,Obmolova\, G.,Malia\, T.J.,Raghunathan\, G.,Martinez\, C.,Fransson\, J.,Edwards\, W.,Connor\, J.,Husovsky\, M.,Beck\, H.,Chi\, E.,Fenton\, S.,Zhou\, H.,Almagro\, J.C.,Gilliland\, G.L.",REL,2018-01-31T01:00:00Z,2017-06-14T01:00:00Z,RCSB,RCSB,2017-05-30T01:00:00Z,,,,,,,"IPR003597,IPR003599,IPR003006,IPR013106,IPR013783,IPR036179,IPR007110","Immunoglobulin C1-set,Immunoglobulin subtype,Immunoglobulin/major histocompatibility complex\, conserved site,Immunoglobulin V-set domain,Immunoglobulin-like fold,Immunoglobulin-like domain superfamily,Immunoglobulin-like domain",,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,"ANTI-TISSUE FACTOR ANTIBODY M59, A HUMANIZED VERSION OF 10H10","Teplyakov\, A.,Gilliland\, G.L.,Obmolova\, G.,Malia\, T.J.",Engineered,CCD,RIGAKU SATURN 944,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 21,,,,,,,,,,
5njd,2,Immunity,48,,,Structural Activation of Pro-inflammatory Human Cytokine IL-23 by Cognate IL-23 Receptor Enables Recruitment of the Shared Receptor IL-12Rβ1.,10.1016/j.immuni.2017.12.008,45-58.e6,2017,29287995,"Bloch\, Y.,Bouchareychas\, L.,Merceron\, R.,Skladanowska\, K.,Van den Bossche\, L.,Detry\, S.,Govindarajan\, S.,Elewaut\, D.,Haerynck\, F.,Dullaers\, M.,Adamopoulos\, I.E.,Savvides\, S.N.",REL,2018-01-31T01:00:00Z,2018-01-03T01:00:00Z,PDBE,PDBE,2017-03-28T01:00:00Z,,,PF16649,IL23,4H_Cytokine,Interleukin 23 subunit alpha,,,,,,,,,,,,,,,,,,,,Q9NPF7,IL23A_HUMAN,"1.0,1.0,1.0,1.0,1.0,1.0",,,X-ray diffraction,y,Structure of Interleukin 23 in complex with Briakinumab FAb,"Bloch\, Y.,Savvides\, S.N.",Engineered,Pixel,DECTRIS PILATUS 6M,P14 (MX2),Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 41 21 2,,PETRA III,,,,,,,,
6enf,32,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,PF00828,Ribosomal_L27A,Ribos_L15p_L18e,"Ribosomal proteins 50S-L15\, 50S-L18e\, 60S-L27A","IPR005749,IPR021131,IPR036227,IPR001196,IPR030878","Ribosomal protein L15\, bacterial-type,Ribosomal protein L18e/L15P,Ribosomal L18e/L15P superfamily,Ribosomal protein L15\, conserved site,Ribosomal protein L15",,,,,,,,,,"GO:0005515,GO:0003735,GO:0003723,GO:0019843,GO:0005840,GO:0030529,GO:0022625",,"protein binding,structural constituent of ribosome,RNA binding,rRNA binding","ribosome,intracellular ribonucleoprotein complex,cytosolic large ribosomal subunit",,,,,P02413,RL15_ECOLI,0.99,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
1f4g,1,Proc. Natl. Acad. Sci. U.S.A.,97,,,Site-directed ligand discovery.,10.1073/pnas.97.17.9367,9367-72,2000,10944209,"Erlanson\, D.A.,Braisted\, A.C.,Raphael\, D.R.,Randal\, M.,Stroud\, R.M.,Gordon\, E.M.,Wells\, J.A.",REL,2018-01-31T01:00:00Z,2000-06-22T01:00:00Z,RCSB,RCSB,2000-06-07T01:00:00Z,,,PF00303,Thymidylat_synt,,Thymidylate synthase,"IPR023451,IPR020940,IPR036926,IPR000398","Thymidylate synthase/dCMP hydroxymethylase domain,Thymidylate synthase\, active site,Thymidylate synthase/dCMP hydroxymethylase superfamily,Thymidylate synthase",3.30.572.10,Alpha Beta,2-Layer Sandwich,Thymidylate Synthase; Chain A,"Thymidylate Synthase\, chain A",2.1.1.45,Thymidylate synthase,"5\,10-methylenetetrahydrofolate:dUMP C-methyltransferase","Transferases,Transferring one-carbon groups,Methyltransferases,Thymidylate synthase","GO:0009314,GO:0009165,GO:0006417,GO:0006231,GO:0032259,GO:0006235,GO:0000287,GO:0008168,GO:0016740,GO:0003723,GO:0004799,GO:0005829,GO:0005737","response to radiation,nucleotide biosynthetic process,regulation of translation,dTMP biosynthetic process,methylation,dTTP biosynthetic process","magnesium ion binding,methyltransferase activity,transferase activity,RNA binding,thymidylate synthase activity","cytosol,cytoplasm",Alpha and beta proteins (a+b),Thymidylate synthase/dCMP hydroxymethylase,Thymidylate synthase/dCMP hydroxymethylase,Thymidylate synthase/dCMP hydroxymethylase,P0A884,TYSY_ECOLI,"1.0,1.0",,,X-ray diffraction,,CRYSTAL STRUCTURE OF E. COLI THYMIDYLATE SYNTHASE COMPLEXED WITH SP-876,"Braisted\, A.C.,Raphael\, D.R.,Gordon\, E.,Stroud\, R.M.,Wells\, J.A.,Erlanson\, D.A.,Randal\, M.",Engineered,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,,,P 63,,,,,,,,,"AMMONIUM SULFATE,POTASSIUM PHOSPHATE,EDTA",7.0
6enf,23,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
